"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"068823","華邦電元大75購04","0","0","0","0","0","0","0","0","0","188,000","0","0","0","200,000","12,000","188,000","188,000",
"064185","和大兆豐74購01  ","0","0","0","0","0","0","0","0","0","188,000","0","0","0","355,000","167,000","188,000","188,000",
"065214","上証2X永昌74購01","0","0","0","0","0","0","0","0","0","188,000","0","0","0","199,000","11,000","188,000","188,000",
"2392","正崴            ","274,000","97,000","177,000","0","0","0","0","0","0","11,000","11,000","0","11,000","0","0","0","188,000",
"064633","中砂兆豐73購01  ","0","0","0","0","0","0","0","0","0","187,000","0","0","0","217,000","30,000","187,000","187,000",
"8374","羅昇            ","203,000","16,000","187,000","0","0","0","0","0","0","0","0","0","0","0","0","0","187,000",
"064034","榮成凱基72購01  ","0","0","0","0","0","0","0","0","0","186,000","0","0","0","375,000","189,000","186,000","186,000",
"070659","滬深2X元富76購02","0","0","0","0","0","0","0","0","0","185,000","0","0","0","272,000","87,000","185,000","185,000",
"05802P","玉晶光群益87售02","0","0","0","0","0","0","0","0","0","185,000","0","0","0","200,000","15,000","185,000","185,000",
"062357","A50正2群益71購01","0","0","0","0","0","0","0","0","0","185,000","0","0","0","185,000","0","185,000","185,000",
"065726","上銀群益75購01  ","0","0","0","0","0","0","0","0","0","185,000","0","0","0","193,000","8,000","185,000","185,000",
"068041","鎧勝群益74購02  ","0","0","0","0","0","0","0","0","0","185,000","0","0","0","329,000","144,000","185,000","185,000",
"067598","晶電群益75購05  ","0","0","0","0","0","0","0","0","0","185,000","0","0","0","438,000","253,000","185,000","185,000",
"070953","華夏群益76購01  ","0","0","0","0","0","0","0","0","0","184,000","0","0","0","433,000","249,000","184,000","184,000",
"066083","卜蜂元大74購01  ","0","0","0","0","0","0","0","0","0","184,000","0","0","0","315,000","131,000","184,000","184,000",
"04536P","長榮航統一94售01","0","0","0","0","0","0","0","0","0","184,000","0","0","0","184,000","0","184,000","184,000",
"068579","潤泰全富邦76購01","0","0","0","0","0","0","0","0","0","183,000","0","0","0","272,000","89,000","183,000","183,000",
"068184","致伸元富75購01  ","0","0","0","0","0","0","0","0","0","183,000","0","0","0","427,000","244,000","183,000","183,000",
"065261","臺股指元大73購18","0","0","0","0","0","0","0","0","0","183,000","0","0","0","218,000","35,000","183,000","183,000",
"065820","中石化國泰73購02","0","0","0","0","0","0","0","0","0","183,000","0","0","0","203,000","20,000","183,000","183,000",
"067762","奇力新日盛74購02","0","0","0","0","0","0","0","0","0","183,000","0","0","0","361,000","178,000","183,000","183,000",
"069068","亞德客元大75購02","0","0","0","0","0","0","0","0","0","182,000","0","0","0","455,000","273,000","182,000","182,000",
"070759","創意元大77購03  ","0","0","0","0","0","0","0","0","0","182,000","0","0","0","278,000","96,000","182,000","182,000",
"070589","台勝科富邦76購01","0","0","0","0","0","0","0","0","0","182,000","0","0","0","401,000","219,000","182,000","182,000",
"070731","大立光凱基76購15","0","0","0","0","0","0","0","0","0","181,000","0","0","0","671,000","490,000","181,000","181,000",
"069081","臻鼎元大75購02  ","0","0","0","0","0","0","0","0","0","181,000","0","0","0","651,000","470,000","181,000","181,000",
"068595","群創兆豐75購02  ","0","0","0","0","0","0","0","0","0","181,000","0","0","0","181,000","0","181,000","181,000",
"069297","華新科元富77購01","0","0","0","0","0","0","0","0","0","181,000","0","0","0","185,000","4,000","181,000","181,000",
"070743","英業達富邦76購01","0","0","0","0","0","0","0","0","0","180,000","0","0","0","431,000","251,000","180,000","180,000",
"070704","華新科元大76購03","0","0","0","0","0","0","0","0","0","180,000","0","0","0","816,000","636,000","180,000","180,000",
"05215P","微星國泰86售01  ","0","0","0","0","0","0","0","0","0","180,000","0","0","0","1,010,000","830,000","180,000","180,000",
"05578P","上銀群益86售04  ","0","0","0","0","0","0","0","0","0","180,000","0","0","0","330,000","150,000","180,000","180,000",
"068156","超眾永豐75購01  ","0","0","0","0","0","0","0","0","0","180,000","0","0","0","180,000","0","180,000","180,000",
"064163","大成凱基72購01  ","0","0","0","0","0","0","0","0","0","180,000","0","0","0","214,000","34,000","180,000","180,000",
"062991","GIS玉山74購01   ","0","0","0","0","0","0","0","0","0","180,000","0","0","0","180,000","0","180,000","180,000",
"065875","貿聯國票73購01  ","0","0","0","0","0","0","0","0","0","180,000","0","0","0","180,000","0","180,000","180,000",
"066623","宏全國泰78購01  ","0","0","0","0","0","0","0","0","0","180,000","0","0","0","180,000","0","180,000","180,000",
"069554","日月光元富75購02","5,000","0","5,000","0","0","0","0","0","0","174,000","0","0","0","189,000","15,000","174,000","179,000",
"069958","中石化元大76購01","0","0","0","0","0","0","0","0","0","179,000","0","0","0","357,000","178,000","179,000","179,000",
"064900","京元電玉山72購01","0","0","0","0","0","0","0","0","0","179,000","0","0","0","298,000","119,000","179,000","179,000",
"063886","和大日盛71購01  ","0","0","0","0","0","0","0","0","0","179,000","0","0","0","179,000","0","179,000","179,000",
"064403","裕融凱基75購01  ","0","0","0","0","0","0","0","0","0","179,000","0","0","0","413,000","234,000","179,000","179,000",
"067352","致茂元富74購02  ","0","0","0","0","0","0","0","0","0","179,000","0","0","0","244,000","65,000","179,000","179,000",
"2404","漢唐            ","198,000","29,000","169,000","0","0","0","0","0","0","10,000","10,000","0","10,000","0","0","0","179,000",
"067465","宏達電元大74購08","0","0","0","0","0","0","0","0","0","179,000","0","0","0","205,000","26,000","179,000","179,000",
"070048","台光電元大76購02","0","0","0","0","0","0","0","0","0","178,000","0","0","0","551,000","373,000","178,000","178,000",
"070772","廣華凱基76購01  ","0","0","0","0","0","0","0","0","0","178,000","0","0","0","198,000","20,000","178,000","178,000",
"06024P","聯茂永豐87售02  ","0","0","0","0","0","0","0","0","0","178,000","0","0","0","313,000","135,000","178,000","178,000",
"066016","宏達電元大73購02","0","0","0","0","0","0","0","0","0","178,000","0","0","0","230,000","52,000","178,000","178,000",
"066471","欣興元大73購01  ","0","0","0","0","0","0","0","0","0","178,000","0","0","0","622,000","444,000","178,000","178,000",
"069157","鴻準群益75購04  ","0","0","0","0","0","0","0","0","0","177,000","0","0","0","444,000","267,000","177,000","177,000",
"062269","大立光統一72購02","0","0","0","0","0","0","0","0","0","177,000","0","0","0","177,000","0","177,000","177,000",
"069283","國巨玉山78購01  ","0","0","0","0","0","0","0","0","0","177,000","0","0","0","183,000","6,000","177,000","177,000",
"067988","晶電永豐74購04  ","0","0","0","0","0","0","0","0","0","177,000","0","0","0","379,000","202,000","177,000","177,000",
"2390","云辰            ","177,000","0","177,000","0","0","0","0","0","0","0","0","0","0","0","0","0","177,000",
"066635","超眾群益74購01  ","0","0","0","0","0","0","0","0","0","177,000","0","0","0","259,000","82,000","177,000","177,000",
"066722","農林永豐74購01  ","0","0","0","0","0","0","0","0","0","177,000","0","0","0","177,000","0","177,000","177,000",
"8021","尖點            ","188,000","11,000","177,000","0","0","0","0","0","0","0","0","0","0","0","0","0","177,000",
"069546","滬深2X統一77購02","0","0","0","0","0","0","0","0","0","175,000","0","0","0","290,000","115,000","175,000","175,000",
"00650L","FH香港正2       ","0","0","0","0","0","0","0","0","0","175,000","0","0","0","747,000","572,000","175,000","175,000",
"066655","矽力日盛74購01  ","0","0","0","0","0","0","0","0","0","175,000","0","0","0","284,000","109,000","175,000","175,000",
"2605","新興            ","172,000","7,000","165,000","0","0","0","0","0","0","10,000","0","0","0","17,000","7,000","10,000","175,000",
"069532","國泰金永昌77購01","0","0","0","0","0","0","0","0","0","173,000","0","0","0","245,000","72,000","173,000","173,000",
"1723","中碳            ","75,000","4,000","71,000","0","0","0","0","0","0","102,000","106,000","4,000","102,000","0","0","0","173,000",
"05266P","美律國票87售01  ","0","0","0","0","0","0","0","0","0","173,000","0","0","0","690,000","517,000","173,000","173,000",
"06039P","台灣50永豐87售04","0","0","0","0","0","0","0","0","0","173,000","0","0","0","636,000","463,000","173,000","173,000",
"064423","台積電富邦72購04","0","0","0","0","0","0","0","0","0","173,000","0","0","0","190,000","17,000","173,000","173,000",
"062047","兆赫群益73購01  ","0","0","0","0","0","0","0","0","0","172,000","0","0","0","520,000","348,000","172,000","172,000",
"066790","台泥凱基74購01  ","0","0","0","0","0","0","0","0","0","172,000","0","0","0","768,000","596,000","172,000","172,000",
"068609","廣華元大75購01  ","0","0","0","0","0","0","0","0","0","171,000","0","0","0","261,000","90,000","171,000","171,000",
"068722","鴻海中信75購02  ","0","0","0","0","0","0","0","0","0","171,000","0","0","0","171,000","0","171,000","171,000",
"066210","鎧勝元大73購03  ","0","0","0","0","0","0","0","0","0","171,000","0","0","0","351,000","180,000","171,000","171,000",
"069180","國喬凱基75購01  ","0","0","0","0","0","0","0","0","0","170,000","0","0","0","250,000","80,000","170,000","170,000",
"069547","旺宏統一76購04  ","0","0","0","0","0","0","0","0","0","170,000","0","0","0","469,000","299,000","170,000","170,000",
"05616P","台積電元大87售02","0","0","0","0","0","0","0","0","0","170,000","0","0","0","205,000","35,000","170,000","170,000",
"061519","群創統一71購03  ","0","0","0","0","0","0","0","0","0","170,000","0","0","0","170,000","0","170,000","170,000",
"066299","台積電台新73購01","0","0","0","0","0","0","0","0","0","170,000","0","0","0","170,000","0","170,000","170,000",
"063730","GIS日盛71購05   ","0","0","0","0","0","0","0","0","0","170,000","0","0","0","170,000","0","170,000","170,000",
"068020","光寶科元大74購04","0","0","0","0","0","0","0","0","0","170,000","0","0","0","185,000","15,000","170,000","170,000",
"068370","日友永豐75購01  ","0","0","0","0","0","0","0","0","0","170,000","0","0","0","232,000","62,000","170,000","170,000",
"067779","鴻海元大74購08  ","0","0","0","0","0","0","0","0","0","170,000","0","0","0","170,000","0","170,000","170,000",
"066419","矽創元大73購01  ","0","0","0","0","0","0","0","0","0","169,000","0","0","0","364,000","195,000","169,000","169,000",
"068214","敦泰凱基75購04  ","0","0","0","0","0","0","0","0","0","169,000","0","0","0","210,000","41,000","169,000","169,000",
"067119","GIS元大74購01   ","0","0","0","0","0","0","0","0","0","169,000","0","0","0","170,000","1,000","169,000","169,000",
"3311","閎暉            ","173,000","1,000","172,000","0","0","0","0","0","0","-3,000","0","3,000","-3,000","0","0","0","169,000",
"069931","長榮航台新78購01","0","0","0","0","0","0","0","0","0","168,000","0","0","0","1,360,000","1,192,000","168,000","168,000",
"069257","禾伸堂永豐75購04","0","0","0","0","0","0","0","0","0","168,000","0","0","0","331,000","163,000","168,000","168,000",
"070647","全宇凱基76購01  ","0","0","0","0","0","0","0","0","0","168,000","0","0","0","818,000","650,000","168,000","168,000",
"065585","亞德客兆豐73購01","0","0","0","0","0","0","0","0","0","168,000","0","0","0","168,000","0","168,000","168,000",
"068179","敦泰元大77購01  ","0","0","0","0","0","0","0","0","0","168,000","0","0","0","168,000","0","168,000","168,000",
"067675","和大群益74購01  ","0","0","0","0","0","0","0","0","0","168,000","0","0","0","285,000","117,000","168,000","168,000",
"2467","志聖            ","169,000","1,000","168,000","0","0","0","0","0","0","0","0","0","0","0","0","0","168,000",
"2231","為升            ","211,950","80,200","131,750","0","0","0","0","0","0","36,000","13,000","0","13,000","23,000","0","23,000","167,750",
"069567","隆達國泰76購01  ","0","0","0","0","0","0","0","0","0","166,000","0","0","0","186,000","20,000","166,000","166,000",
"063605","上証2X元大72購01","0","0","0","0","0","0","0","0","0","166,000","0","0","0","167,000","1,000","166,000","166,000",
"05398P","貿聯群益88售02  ","0","0","0","0","0","0","0","0","0","166,000","0","0","0","580,000","414,000","166,000","166,000",
"068438","滬深2X康和75購01","0","0","0","0","0","0","0","0","0","166,000","0","0","0","186,000","20,000","166,000","166,000",
"063828","微星元大71購02  ","0","0","0","0","0","0","0","0","0","166,000","0","0","0","545,000","379,000","166,000","166,000",
"2427","三商電          ","166,000","0","166,000","0","0","0","0","0","0","0","0","0","0","0","0","0","166,000",
"067706","友達永豐74購01  ","0","0","0","0","0","0","0","0","0","166,000","0","0","0","166,000","0","166,000","166,000",
"6224","聚鼎            ","8,000","0","8,000","0","0","0","0","0","0","158,000","170,000","12,000","158,000","0","0","0","166,000",
"069479","旺宏元大75購08  ","0","0","0","0","0","0","0","0","0","165,000","0","0","0","165,000","0","165,000","165,000",
"069475","中砂元大76購01  ","0","0","0","0","0","0","0","0","0","165,000","0","0","0","270,000","105,000","165,000","165,000",
"070838","台光電日盛76購01","0","0","0","0","0","0","0","0","0","165,000","0","0","0","313,000","148,000","165,000","165,000",
"070442","劍麟元富76購01  ","0","0","0","0","0","0","0","0","0","165,000","0","0","0","175,000","10,000","165,000","165,000",
"070322","台勝科統一76購01","0","0","0","0","0","0","0","0","0","165,000","0","0","0","188,000","23,000","165,000","165,000",
"064759","電子類群益72購01","0","0","0","0","0","0","0","0","0","165,000","0","0","0","168,000","3,000","165,000","165,000",
"067324","啟碁群益74購01  ","0","0","0","0","0","0","0","0","0","165,000","0","0","0","200,000","35,000","165,000","165,000",
"067450","廣華永豐74購01  ","0","0","0","0","0","0","0","0","0","165,000","0","0","0","175,000","10,000","165,000","165,000",
"03975P","大立光元大94售02","0","0","0","0","0","0","0","0","0","164,000","0","0","0","251,000","87,000","164,000","164,000",
"066483","微星凱基73購01  ","0","0","0","0","0","0","0","0","0","164,000","0","0","0","288,000","124,000","164,000","164,000",
"06160P","國巨永豐88售01  ","0","0","0","0","0","0","0","0","0","164,000","0","0","0","172,000","8,000","164,000","164,000",
"070467","台勝科群益76購02","0","0","0","0","0","0","0","0","0","163,000","0","0","0","1,283,000","1,120,000","163,000","163,000",
"069703","榮成兆豐76購01  ","0","0","0","0","0","0","0","0","0","163,000","0","0","0","193,000","30,000","163,000","163,000",
"04741P","台積電統一94售10","0","0","0","0","0","0","0","0","0","163,000","0","0","0","446,000","283,000","163,000","163,000",
"062768","廣華元大71購02  ","0","0","0","0","0","0","0","0","0","163,000","0","0","0","163,000","0","163,000","163,000",
"068410","日友凱基75購01  ","0","0","0","0","0","0","0","0","0","163,000","0","0","0","245,000","82,000","163,000","163,000",
"070820","華邦電統一77購01","0","0","0","0","0","0","0","0","0","162,000","0","0","0","527,000","365,000","162,000","162,000",
"1904","正隆            ","290,000","120,000","170,000","0","0","0","0","0","0","-8,000","0","0","0","24,000","32,000","-8,000","162,000",
"1568","倉佑            ","164,000","2,000","162,000","0","0","0","0","0","0","0","0","0","0","0","0","0","162,000",
"05561P","美律中信86售02  ","0","0","0","0","0","0","0","0","0","162,000","0","0","0","162,000","0","162,000","162,000",
"067596","日月光群益74購01","0","0","0","0","0","0","0","0","0","162,000","0","0","0","162,000","0","162,000","162,000",
"067691","華東凱基74購01  ","0","0","0","0","0","0","0","0","0","162,000","0","0","0","173,000","11,000","162,000","162,000",
"070538","大立光元富76購01","0","0","0","0","0","0","0","0","0","161,000","0","0","0","297,000","136,000","161,000","161,000",
"05880P","全新統一87售02  ","0","0","0","0","0","0","0","0","0","161,000","0","0","0","652,000","491,000","161,000","161,000",
"066359","中信金元富75購01","0","0","0","0","0","0","0","0","0","161,000","0","0","0","498,000","337,000","161,000","161,000",
"2388","威盛            ","162,000","1,000","161,000","0","0","0","0","0","0","0","0","0","0","0","0","0","161,000",
"070690","A50正2群益76購01","0","0","0","0","0","0","0","0","0","160,000","0","0","0","160,000","0","160,000","160,000",
"068597","滬深2X中信78購01","0","0","0","0","0","0","0","0","0","160,000","0","0","0","170,000","10,000","160,000","160,000",
"065117","中石化元大73購01","0","0","0","0","0","0","0","0","0","160,000","0","0","0","404,000","244,000","160,000","160,000",
"062837","長榮中信71購01  ","0","0","0","0","0","0","0","0","0","160,000","0","0","0","420,000","260,000","160,000","160,000",
"063245","東陽元大71購02  ","0","0","0","0","0","0","0","0","0","160,000","0","0","0","160,000","0","160,000","160,000",
"065644","大同凱基73購03  ","0","0","0","0","0","0","0","0","0","160,000","0","0","0","286,000","126,000","160,000","160,000",
"068493","佳世達國票75購01","0","0","0","0","0","0","0","0","0","159,000","0","0","0","159,000","0","159,000","159,000",
"070099","台光電富邦76購01","0","0","0","0","0","0","0","0","0","159,000","0","0","0","380,000","221,000","159,000","159,000",
"065253","神基元大73購01  ","0","0","0","0","0","0","0","0","0","159,000","0","0","0","300,000","141,000","159,000","159,000",
"068589","致茂兆豐76購01  ","0","0","0","0","0","0","0","0","0","158,000","0","0","0","178,000","20,000","158,000","158,000",
"068940","宏達電凱基75購04","0","0","0","0","0","0","0","0","0","158,000","0","0","0","432,000","274,000","158,000","158,000",
"070930","榮成康和76購01  ","0","0","0","0","0","0","0","0","0","158,000","0","0","0","195,000","37,000","158,000","158,000",
"05650P","可成國泰87售02  ","0","0","0","0","0","0","0","0","0","158,000","0","0","0","206,000","48,000","158,000","158,000",
"05106P","臺股指統一88售01","0","0","0","0","0","0","0","0","0","158,000","0","0","0","728,000","570,000","158,000","158,000",
"062438","中纖元大74購01  ","0","0","0","0","0","0","0","0","0","158,000","0","0","0","158,000","0","158,000","158,000",
"2820","華票            ","259,000","101,000","158,000","0","0","0","0","0","0","0","0","0","0","0","0","0","158,000",
"6235","華孚            ","232,000","74,000","158,000","0","0","0","0","0","0","0","1,000","1,000","0","0","0","0","158,000",
"070554","和大凱基76購01  ","0","0","0","0","0","0","0","0","0","157,000","0","0","0","162,000","5,000","157,000","157,000",
"070304","T50正2元大7A購01","0","0","0","0","0","0","0","0","0","157,000","0","0","0","157,000","0","157,000","157,000",
"068575","光磊國泰76購01  ","0","0","0","0","0","0","0","0","0","157,000","0","0","0","528,000","371,000","157,000","157,000",
"03507C","臺股指元大73牛04","0","0","0","0","0","0","0","0","0","157,000","0","0","0","192,000","35,000","157,000","157,000",
"05211P","台積電中信88售01","0","0","0","0","0","0","0","0","0","157,000","0","0","0","157,000","0","157,000","157,000",
"068028","鎧勝元大74購01  ","0","0","0","0","0","0","0","0","0","157,000","0","0","0","207,000","50,000","157,000","157,000",
"069185","大同凱基75購01  ","0","0","0","0","0","0","0","0","0","156,000","0","0","0","233,000","77,000","156,000","156,000",
"05699P","旺宏富邦87售03  ","0","0","0","0","0","0","0","0","0","156,000","0","0","0","320,000","164,000","156,000","156,000",
"069923","上証2X永昌77購01","0","0","0","0","0","0","0","0","0","155,000","0","0","0","205,000","50,000","155,000","155,000",
"05875P","華新科元大87售01","0","0","0","0","0","0","0","0","0","155,000","0","0","0","401,000","246,000","155,000","155,000",
"064215","上証2X元富72購01","0","0","0","0","0","0","0","0","0","155,000","0","0","0","162,000","7,000","155,000","155,000",
"063913","上証2X元大72購03","0","0","0","0","0","0","0","0","0","155,000","0","0","0","155,000","0","155,000","155,000",
"063829","宏達電元大71購01","0","0","0","0","0","0","0","0","0","155,000","0","0","0","173,000","18,000","155,000","155,000",
"063317","元黃金群益72購01","0","0","0","0","0","0","0","0","0","155,000","0","0","0","305,000","150,000","155,000","155,000",
"6005","群益證          ","408,000","253,000","155,000","0","0","0","0","0","0","0","0","0","0","0","0","0","155,000",
"069057","廣達元富75購02  ","0","0","0","0","0","0","0","0","0","154,000","0","0","0","154,000","0","154,000","154,000",
"062200","大立光日盛71購01","0","0","0","0","0","0","0","0","0","154,000","0","0","0","164,000","10,000","154,000","154,000",
"062120","智邦兆豐71購01  ","0","0","0","0","0","0","0","0","0","154,000","0","0","0","184,000","30,000","154,000","154,000",
"068750","致茂凱基75購02  ","0","0","0","0","0","0","0","0","0","154,000","0","0","0","394,000","240,000","154,000","154,000",
"068283","美律群益76購01  ","0","0","0","0","0","0","0","0","0","154,000","0","0","0","154,000","0","154,000","154,000",
"2486","一詮            ","193,000","39,000","154,000","0","0","0","0","0","0","0","0","0","0","0","0","0","154,000",
"067686","力麗凱基74購01  ","0","0","0","0","0","0","0","0","0","154,000","0","0","0","179,000","25,000","154,000","154,000",
"069828","晶電永豐76購01  ","0","0","0","0","0","0","0","0","0","153,000","0","0","0","253,000","100,000","153,000","153,000",
"062352","台積電統一73購05","0","0","0","0","0","0","0","0","0","153,000","0","0","0","351,000","198,000","153,000","153,000",
"05941P","大立光元大87售29","0","0","0","0","0","0","0","0","0","153,000","0","0","0","471,000","318,000","153,000","153,000",
"05840P","GIS元大87售05   ","0","0","0","0","0","0","0","0","0","153,000","0","0","0","462,000","309,000","153,000","153,000",
"05842P","美律國票89售01  ","0","0","0","0","0","0","0","0","0","153,000","0","0","0","995,000","842,000","153,000","153,000",
"070611","鴻海中信76購06  ","0","0","0","0","0","0","0","0","0","152,000","0","0","0","229,000","77,000","152,000","152,000",
"066491","緯創凱基73購01  ","0","0","0","0","0","0","0","0","0","152,000","0","0","0","816,000","664,000","152,000","152,000",
"066250","長榮群益73購05  ","0","0","0","0","0","0","0","0","0","152,000","0","0","0","172,000","20,000","152,000","152,000",
"070308","台光電元大76購03","0","0","0","0","0","0","0","0","0","151,000","0","0","0","785,000","634,000","151,000","151,000",
"05865P","元油2X國票87售09","0","0","0","0","0","0","0","0","0","151,000","0","0","0","365,000","214,000","151,000","151,000",
"065799","華邦電中信73購03","0","0","0","0","0","0","0","0","0","151,000","0","0","0","187,000","36,000","151,000","151,000",
"068420","鎧勝群益75購03  ","0","0","0","0","0","0","0","0","0","151,000","0","0","0","1,371,000","1,220,000","151,000","151,000",
"067965","台積電國泰74購06","0","0","0","0","0","0","0","0","0","151,000","0","0","0","905,000","754,000","151,000","151,000",
"6202","盛群            ","212,000","61,000","151,000","0","0","0","0","0","0","0","0","0","0","0","0","0","151,000",
"3519","綠能            ","190,000","39,000","151,000","0","0","0","0","0","0","0","0","0","0","0","0","0","151,000",
"070666","中石化元大77購01","0","0","0","0","0","0","0","0","0","150,000","0","0","0","368,000","218,000","150,000","150,000",
"070401","晶電凱基79購03  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","380,000","230,000","150,000","150,000",
"070746","元大金富邦78購01","0","0","0","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","150,000",
"2017","官田鋼          ","243,000","93,000","150,000","0","0","0","0","0","0","0","0","0","0","0","0","0","150,000",
"2062","橋椿            ","145,000","14,000","131,000","0","0","0","20,000","0","20,000","-1,000","0","1,000","-1,000","0","0","0","150,000",
"069833","南茂永豐76購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","150,000",
"069859","樺漢國票76購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","150,000",
"069660","大同康和76購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","184,000","34,000","150,000","150,000",
"068625","鎧勝元大76購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","500,000","350,000","150,000","150,000",
"068670","華通國泰79購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","210,000","60,000","150,000","150,000",
"061430","宏達電台新72購01","0","0","0","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","150,000",
"065050","致伸元大73購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","152,000","2,000","150,000","150,000",
"05787P","華邦電元富87售02","0","0","0","0","0","0","0","0","0","150,000","0","0","0","170,000","20,000","150,000","150,000",
"05089P","可成凱基85售13  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","150,000",
"04908P","中石化群益85售02","0","0","0","0","0","0","0","0","0","150,000","0","0","0","318,000","168,000","150,000","150,000",
"05237P","華新元大86售01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","160,000","10,000","150,000","150,000",
"067935","臻鼎群益74購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","160,000","10,000","150,000","150,000",
"069304","微星凱基75購02  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","1,222,000","1,072,000","150,000","150,000",
"063846","京元電元富71購01","0","0","0","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","150,000",
"065855","台勝科中信73購01","0","0","0","0","0","0","0","0","0","150,000","0","0","0","313,000","163,000","150,000","150,000",
"066230","鴻海國泰73購04  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","410,000","260,000","150,000","150,000",
"063572","和大凱基71購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","321,000","171,000","150,000","150,000",
"067260","光磊永豐74購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","156,000","6,000","150,000","150,000",
"067490","祥碩兆豐74購01  ","0","0","0","0","0","0","0","0","0","150,000","0","0","0","150,000","0","150,000","150,000",
"066700","臺指反群益74購01","0","0","0","0","0","0","0","0","0","150,000","0","0","0","165,000","15,000","150,000","150,000",
"067838","中石化永豐74購01","0","0","0","0","0","0","0","0","0","150,000","0","0","0","555,000","405,000","150,000","150,000",
"069695","敦南元大76購01  ","0","0","0","0","0","0","0","0","0","149,000","0","0","0","776,000","627,000","149,000","149,000",
"069770","元大金永昌76購01","0","0","0","0","0","0","0","0","0","149,000","0","0","0","149,000","0","149,000","149,000",
"070617","華新科永豐76購01","0","0","0","0","0","0","0","0","0","149,000","0","0","0","150,000","1,000","149,000","149,000",
"070176","東陽國泰76購01  ","0","0","0","0","0","0","0","0","0","149,000","0","0","0","202,000","53,000","149,000","149,000",
"070041","晶電永豐76購03  ","0","0","0","0","0","0","0","0","0","149,000","0","0","0","289,000","140,000","149,000","149,000",
"065146","冠德元大73購01  ","0","0","0","0","0","0","0","0","0","149,000","29,000","50,000","-21,000","634,000","464,000","170,000","149,000",
"062899","長榮元富72購01  ","0","0","0","0","0","0","0","0","0","149,000","0","0","0","379,000","230,000","149,000","149,000",
"063140","國泰金群益72購01","0","0","0","0","0","0","0","0","0","149,000","0","0","0","1,106,000","957,000","149,000","149,000",
"069746","A50正2元大77購01","0","0","0","0","0","0","0","0","0","148,000","0","0","0","201,000","53,000","148,000","148,000",
"066495","亞德客國泰75購01","0","0","0","0","0","0","0","0","0","148,000","0","0","0","150,000","2,000","148,000","148,000",
"065195","致伸元富73購01  ","0","0","0","0","0","0","0","0","0","148,000","0","0","0","331,000","183,000","148,000","148,000",
"067183","華晶科群益74購02","0","0","0","0","0","0","0","0","0","148,000","0","0","0","250,000","102,000","148,000","148,000",
"070938","南茂康和76購01  ","0","0","0","0","0","0","0","0","0","147,000","0","0","0","147,000","0","147,000","147,000",
"062261","大立光群益77購01","0","0","0","0","0","0","0","0","0","147,000","0","0","0","157,000","10,000","147,000","147,000",
"04932P","啟碁元大85售02  ","0","0","0","0","0","0","0","0","0","147,000","0","0","0","247,000","100,000","147,000","147,000",
"067993","嘉聯益永豐74購05","0","0","0","0","0","0","0","0","0","147,000","0","0","0","535,000","388,000","147,000","147,000",
"067497","敦泰日盛75購01  ","0","0","0","0","0","0","0","0","0","147,000","0","0","0","200,000","53,000","147,000","147,000",
"3031","佰鴻            ","183,000","36,000","147,000","0","0","0","0","0","0","0","0","0","0","0","0","0","147,000",
"5285","界霖            ","379,000","223,000","156,000","0","0","0","18,000","0","18,000","-27,000","0","27,000","-27,000","0","0","0","147,000",
"069025","嘉澤群益76購01  ","0","0","0","0","0","0","0","0","0","146,000","0","0","0","251,000","105,000","146,000","146,000",
"066806","上証2X中信77購01","0","0","0","0","0","0","0","0","0","146,000","0","0","0","153,000","7,000","146,000","146,000",
"069927","台郡中信77購01  ","0","0","0","0","0","0","0","0","0","145,000","0","0","0","308,000","163,000","145,000","145,000",
"2314","台揚            ","200,000","54,000","146,000","0","0","0","0","0","0","-1,000","0","1,000","-1,000","0","0","0","145,000",
"03322B","臺股指元大73熊05","0","0","0","0","0","0","0","0","0","145,000","0","0","0","320,000","175,000","145,000","145,000",
