"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"05457P","大同康和86售03  ","0","0","0","0","0","0","0","0","0","145,000","0","0","0","195,000","50,000","145,000","145,000",
"065087","深中小群益73購02","0","0","0","0","0","0","0","0","0","145,000","0","0","0","145,000","0","145,000","145,000",
"063607","中砂元大72購01  ","0","0","0","0","0","0","0","0","0","145,000","0","0","0","323,000","178,000","145,000","145,000",
"064766","玉晶光國泰72購04","0","0","0","0","0","0","0","0","0","145,000","0","0","0","290,000","145,000","145,000","145,000",
"3003","健和興          ","127,000","55,000","72,000","0","0","0","8,000","0","8,000","65,000","75,000","0","75,000","11,000","21,000","-10,000","145,000",
"070027","滬深2X國泰79購01","0","0","0","0","0","0","0","0","0","144,000","0","0","0","155,000","11,000","144,000","144,000",
"061703","鴻海元富71購04  ","0","0","0","0","0","0","0","0","0","144,000","0","0","0","144,000","0","144,000","144,000",
"062221","大立光兆豐74購01","0","0","0","0","0","0","0","0","0","144,000","0","0","0","144,000","0","144,000","144,000",
"04359P","中磊永豐94售01  ","0","0","0","0","0","0","0","0","0","144,000","0","0","0","145,000","1,000","144,000","144,000",
"067966","台積電國泰74購07","0","0","0","0","0","0","0","0","0","144,000","0","0","0","407,000","263,000","144,000","144,000",
"070235","聯電元大76購02  ","0","0","0","0","0","0","0","0","0","144,000","0","0","0","214,000","70,000","144,000","144,000",
"070939","南茂康和76購02  ","0","0","0","0","0","0","0","0","0","143,000","0","0","0","143,000","0","143,000","143,000",
"069454","廣達兆豐75購01  ","0","0","0","0","0","0","0","0","0","143,000","0","0","0","187,000","44,000","143,000","143,000",
"066085","日月光元大73購02","0","0","0","0","0","0","0","0","0","143,000","0","0","0","433,000","290,000","143,000","143,000",
"068252","信邦國泰77購01  ","0","0","0","0","0","0","0","0","0","143,000","0","0","0","328,000","185,000","143,000","143,000",
"065684","日月光群益73購02","0","0","0","0","0","0","0","0","0","143,000","0","0","0","254,000","111,000","143,000","143,000",
"2897","王道銀行        ","143,000","0","143,000","0","0","0","0","0","0","0","0","0","0","0","0","0","143,000",
"067023","聯發科凱基75購02","0","0","0","0","0","0","0","0","0","143,000","0","0","0","483,000","340,000","143,000","143,000",
"4722","國精化          ","144,000","1,000","143,000","0","0","0","0","0","0","0","0","0","0","0","0","0","143,000",
"069855","智邦國票76購01  ","0","0","0","0","0","0","0","0","0","142,000","0","0","0","1,143,000","1,001,000","142,000","142,000",
"069863","旺宏凱基78購01  ","0","0","0","0","0","0","0","0","0","142,000","0","0","0","302,000","160,000","142,000","142,000",
"070575","美律國票76購01  ","0","0","0","0","0","0","0","0","0","142,000","0","0","0","579,000","437,000","142,000","142,000",
"062595","台泥群益74購01  ","0","0","0","0","0","0","0","0","0","142,000","0","0","0","466,000","324,000","142,000","142,000",
"070233","東聯元大76購02  ","0","0","0","0","0","0","0","0","0","142,000","0","0","0","462,000","320,000","142,000","142,000",
"070463","大立光群益76購16","0","0","0","0","0","0","0","0","0","141,000","0","0","0","231,000","90,000","141,000","141,000",
"070501","大立光中信76購03","0","0","0","0","0","0","0","0","0","141,000","0","0","0","154,000","13,000","141,000","141,000",
"070249","GIS元大76購04   ","0","0","0","0","0","0","0","0","0","141,000","0","0","0","194,000","53,000","141,000","141,000",
"6142","友勁            ","168,000","27,000","141,000","0","0","0","0","0","0","0","0","0","0","0","0","0","141,000",
"070414","旺宏永豐76購07  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","360,000","220,000","140,000","140,000",
"069071","台積電元大75購04","0","0","0","0","0","0","0","0","0","140,000","0","0","0","501,000","361,000","140,000","140,000",
"069123","樺漢永豐75購01  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","140,000","0","140,000","140,000",
"068620","裕民元大76購01  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","421,000","281,000","140,000","140,000",
"066114","旺宏永豐73購04  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","140,000","0","140,000","140,000",
"05731P","滬深2X群益89售01","0","0","0","0","0","0","0","0","0","140,000","0","0","0","150,000","10,000","140,000","140,000",
"04893P","創意元大94售03  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","140,000","0","140,000","140,000",
"063660","祥碩永豐71購02  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","240,000","100,000","140,000","140,000",
"066323","華邦電元大73購09","0","0","0","0","0","0","0","0","0","140,000","0","0","0","150,000","10,000","140,000","140,000",
"065347","欣興永豐73購01  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","158,000","18,000","140,000","140,000",
"066724","群電永豐74購01  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","140,000","0","140,000","140,000",
"067676","上銀群益76購02  ","0","0","0","0","0","0","0","0","0","140,000","0","0","0","222,000","82,000","140,000","140,000",
"1402","遠東新          ","1,059,000","1,252,997","-193,997","0","0","0","0","2,000","-2,000","335,000","349,000","14,000","335,000","0","0","0","139,003",
"070867","永豐金中信7C購01","0","0","0","0","0","0","0","0","0","139,000","0","0","0","139,000","0","139,000","139,000",
"05711P","嘉澤國票89售01  ","0","0","0","0","0","0","0","0","0","139,000","0","0","0","139,000","0","139,000","139,000",
"062273","大立光統一74購02","0","0","0","0","0","0","0","0","0","139,000","0","0","0","150,000","11,000","139,000","139,000",
"065544","鎧勝國泰73購01  ","0","0","0","0","0","0","0","0","0","139,000","0","0","0","323,000","184,000","139,000","139,000",
"067855","大立光日盛74購01","0","0","0","0","0","0","0","0","0","139,000","0","0","0","180,000","41,000","139,000","139,000",
"067095","卜蜂國票74購01  ","0","0","0","0","0","0","0","0","0","139,000","0","0","0","139,000","0","139,000","139,000",
"070489","大立光元大76購13","0","0","0","0","0","0","0","0","0","138,000","0","0","0","516,000","378,000","138,000","138,000",
"068956","儒鴻國泰75購02  ","0","0","0","0","0","0","0","0","0","138,000","0","0","0","883,000","745,000","138,000","138,000",
"069156","上銀群益75購06  ","0","0","0","0","0","0","0","0","0","138,000","0","0","0","312,000","174,000","138,000","138,000",
"069437","奇鋐群益75購01  ","0","0","0","0","0","0","0","0","0","138,000","0","0","0","640,000","502,000","138,000","138,000",
"069605","聯茂元大75購01  ","0","0","0","0","0","0","0","0","0","138,000","0","0","0","309,000","171,000","138,000","138,000",
"05662P","台積電元大88售03","0","0","0","0","0","0","0","0","0","138,000","0","0","0","189,000","51,000","138,000","138,000",
"04487P","南亞科凱基94售01","0","0","0","0","0","0","0","0","0","138,000","0","0","0","206,000","68,000","138,000","138,000",
"065435","中石化元大73購02","0","0","0","0","0","0","0","0","0","138,000","0","0","0","273,000","135,000","138,000","138,000",
"064938","鎧勝中信74購01  ","0","0","0","0","0","0","0","0","0","138,000","0","0","0","204,000","66,000","138,000","138,000",
"068059","兆赫永豐74購01  ","0","0","0","0","0","0","0","0","0","138,000","0","0","0","210,000","72,000","138,000","138,000",
"068857","宏碁元富75購01  ","0","0","0","0","0","0","0","0","0","137,000","0","0","0","251,000","114,000","137,000","137,000",
"06017P","大立光元大87售30","0","0","0","0","0","0","0","0","0","137,000","0","0","0","152,000","15,000","137,000","137,000",
"069062","中石化富邦75購01","0","0","0","0","0","0","0","0","0","136,000","0","0","0","161,000","25,000","136,000","136,000",
"064878","英業達永豐72購01","0","0","0","0","0","0","0","0","0","136,000","0","0","0","320,000","184,000","136,000","136,000",
"064962","建準國泰73購03  ","0","0","0","0","0","0","0","0","0","136,000","0","0","0","402,000","266,000","136,000","136,000",
"067134","華邦電群益75購01","0","0","0","0","0","0","0","0","0","136,000","0","0","0","418,000","282,000","136,000","136,000",
"069085","臺股指元大75購11","0","0","0","0","0","0","0","0","0","135,000","0","0","0","292,000","157,000","135,000","135,000",
"068973","晶豪科中信76購01","0","0","0","0","0","0","0","0","0","135,000","0","0","0","145,000","10,000","135,000","135,000",
"064273","華夏永豐72購01  ","0","0","0","0","0","0","0","0","0","135,000","0","0","0","145,000","10,000","135,000","135,000",
"065856","台郡中信73購01  ","0","0","0","0","0","0","0","0","0","135,000","0","0","0","135,000","0","135,000","135,000",
"068000","晶電統一75購01  ","0","0","0","0","0","0","0","0","0","135,000","0","0","0","135,000","0","135,000","135,000",
"2499","東貝            ","149,000","14,000","135,000","0","0","0","0","0","0","0","0","0","0","0","0","0","135,000",
"6257","矽格            ","569,000","463,000","106,000","0","0","0","0","140,000","-140,000","169,000","0","20,000","-20,000","262,000","73,000","189,000","135,000",
"070204","晶豪科兆豐76購01","0","0","0","0","0","0","0","0","0","134,000","0","0","0","194,000","60,000","134,000","134,000",
"070750","鴻海日盛76購02  ","0","0","0","0","0","0","0","0","0","134,000","0","0","0","304,000","170,000","134,000","134,000",
"063460","T50反1統一73購02","0","0","0","0","0","0","0","0","0","134,000","0","0","0","134,000","0","134,000","134,000",
"067565","順德元大74購01  ","0","0","0","0","0","0","0","0","0","134,000","0","0","0","156,000","22,000","134,000","134,000",
"066780","鴻海日盛74購01  ","0","0","0","0","0","0","0","0","0","134,000","0","0","0","134,000","0","134,000","134,000",
"068941","宏達電凱基75購05","0","0","0","0","0","0","0","0","0","133,000","0","0","0","211,000","78,000","133,000","133,000",
"068861","滬深2X國泰75購03","0","0","0","0","0","0","0","0","0","133,000","0","0","0","133,000","0","133,000","133,000",
"04579P","聯茂台新94售01  ","0","0","0","0","0","0","0","0","0","133,000","0","0","0","133,000","0","133,000","133,000",
"064803","廣華元大72購01  ","0","0","0","0","0","0","0","0","0","133,000","0","0","0","133,000","0","133,000","133,000",
"063065","元大金國泰73購01","0","0","0","0","0","0","0","0","0","133,000","0","0","0","169,000","36,000","133,000","133,000",
"2636","台驊投控        ","151,000","18,000","133,000","0","0","0","0","0","0","0","62,000","62,000","0","0","0","0","133,000",
"6443","元晶            ","140,000","7,000","133,000","0","0","0","0","0","0","0","0","0","0","0","0","0","133,000",
"066762","華晶科群益74購01","0","0","0","0","0","0","0","0","0","133,000","0","0","0","136,000","3,000","133,000","133,000",
"070170","聯發科統一76購01","0","0","0","0","0","0","0","0","0","132,000","0","0","0","132,000","0","132,000","132,000",
"06037P","禾伸堂凱基87售07","0","0","0","0","0","0","0","0","0","132,000","0","0","0","212,000","80,000","132,000","132,000",
"062145","大立光元大76購08","0","0","0","0","0","0","0","0","0","132,000","0","0","0","576,000","444,000","132,000","132,000",
"066480","群電元大76購01  ","0","0","0","0","0","0","0","0","0","132,000","0","0","0","233,000","101,000","132,000","132,000",
"068082","奇力新元富74購01","0","0","0","0","0","0","0","0","0","132,000","0","0","0","312,000","180,000","132,000","132,000",
"05570P","大立光群益86售07","0","0","0","0","0","0","0","0","0","131,000","0","0","0","191,000","60,000","131,000","131,000",
"05606P","美律群益8A售01  ","0","0","0","0","0","0","0","0","0","131,000","0","0","0","131,000","0","131,000","131,000",
"064223","台積電元大72購02","0","0","0","0","0","0","0","0","0","131,000","0","0","0","131,000","0","131,000","131,000",
"063843","上証2X元富71購04","0","0","0","0","0","0","0","0","0","131,000","0","0","0","151,000","20,000","131,000","131,000",
"068196","儒鴻富邦76購01  ","0","0","0","0","0","0","0","0","0","131,000","0","0","0","131,000","0","131,000","131,000",
"2461","光群雷          ","172,000","42,000","130,000","0","0","0","0","0","0","1,000","1,000","0","1,000","0","0","0","131,000",
"068822","華通元大75購05  ","0","0","0","0","0","0","0","0","0","130,000","0","0","0","160,000","30,000","130,000","130,000",
"062370","T50反1元大71購05","0","0","0","0","0","0","0","0","0","130,000","0","0","0","130,000","0","130,000","130,000",
"05184P","上銀元大85售03  ","0","0","0","0","0","0","0","0","0","130,000","0","0","0","1,045,000","915,000","130,000","130,000",
"065058","佳世達兆豐73購01","0","0","0","0","0","0","0","0","0","130,000","0","0","0","145,000","15,000","130,000","130,000",
"064161","力成富邦72購01  ","0","0","0","0","0","0","0","0","0","130,000","0","0","0","130,000","0","130,000","130,000",
"067876","大立光統一75購02","0","0","0","0","0","0","0","0","0","130,000","0","0","0","130,000","0","130,000","130,000",
"069936","晶電永豐76購02  ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","150,000","21,000","129,000","129,000",
"070129","葡萄王中信76購01","0","0","0","0","0","0","0","0","0","129,000","0","0","0","290,000","161,000","129,000","129,000",
"068190","晶電國泰75購02  ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","129,000","0","129,000","129,000",
"068439","晶電康和75購01  ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","129,000","0","129,000","129,000",
"063337","榮成永豐71購02  ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","139,000","10,000","129,000","129,000",
"065892","祥碩富邦76購01  ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","129,000","0","129,000","129,000",
"065249","上銀元大73購02  ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","253,000","124,000","129,000","129,000",
"066974","信邦永豐74購01  ","0","0","0","0","0","0","0","0","0","129,000","0","0","0","168,000","39,000","129,000","129,000",
"6196","帆宣            ","169,000","40,000","129,000","0","0","0","0","0","0","0","0","0","0","0","0","0","129,000",
"6226","光鼎            ","129,000","0","129,000","0","0","0","0","0","0","0","0","0","0","0","0","0","129,000",
"2439","美律            ","278,063","264,000","14,063","0","0","0","100,000","0","100,000","14,000","22,000","5,000","17,000","132,000","135,000","-3,000","128,063",
"03525C","臺股指群益73牛19","0","0","0","0","0","0","0","0","0","128,000","0","0","0","133,000","5,000","128,000","128,000",
"05806P","旺宏元大8A售03  ","0","0","0","0","0","0","0","0","0","128,000","0","0","0","157,000","29,000","128,000","128,000",
"065825","日月光富邦73購01","0","0","0","0","0","0","0","0","0","128,000","0","0","0","242,000","114,000","128,000","128,000",
