日期,證券代號,證券名稱,產業別,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
20180102,0050,元大台灣50,ETF,"3,613,199","1,795","298,033,251",82.15,82.60,82.15,82.60,+,0.45,82.55,212,82.60,123,0.00,"1,646,000",0,"1,646,000",0,0,0,"333,000",0,"333,000","326,000","247,000",0,"247,000","91,000","12,000","79,000","2,305,000"
20180103,0050,元大台灣50,ETF,"7,196,437","3,014","599,476,413",82.95,83.45,82.95,83.35,+,0.75,83.35,157,83.40,28,0.00,"2,154,000","1,000","2,153,000",0,0,0,0,0,0,"3,534,000","294,000","250,000","44,000","3,527,000","37,000","3,490,000","5,687,000"
20180104,0050,元大台灣50,ETF,"5,627,565","2,278","469,312,820",83.50,83.65,83.20,83.50,+,0.15,83.45,380,83.50,44,0.00,"1,631,000","13,000","1,618,000",0,0,0,0,"200,000","-200,000","2,389,000","195,000",0,"195,000","2,526,000","332,000","2,194,000","3,807,000"
20180105,0050,元大台灣50,ETF,"7,616,796","2,562","636,768,692",83.50,83.80,83.30,83.75,+,0.25,83.75,102,83.80,400,0.00,"5,761,000","12,000","5,749,000",0,0,0,0,0,0,"548,000","94,000",0,"94,000","1,141,000","687,000","454,000","6,297,000"
20180108,0050,元大台灣50,ETF,"5,189,611","2,282","435,775,639",83.80,84.15,83.70,84.10,+,0.35,84.05,334,84.10,51,0.00,"3,723,000","202,000","3,521,000",0,0,0,0,0,0,"-173,000","73,000","15,000","58,000","115,000","346,000","-231,000","3,348,000"
20180109,0050,元大台灣50,ETF,"3,664,716","1,340","308,057,554",84.10,84.25,83.90,84.15,+,0.05,84.10,796,84.15,6,0.00,"1,823,000","8,000","1,815,000",0,0,0,0,0,0,"-819,000","69,000",0,"69,000","399,000","1,287,000","-888,000","996,000"
20180110,0050,元大台灣50,ETF,"5,749,597","1,073","482,358,793",84.10,84.25,83.55,83.75,-,0.4,83.70,11,83.75,62,0.00,"322,000","20,000","302,000",0,0,0,0,0,0,"-2,161,000","212,000","126,000","86,000","678,000","2,925,000","-2,247,000","-1,859,000"
20180111,0050,元大台灣50,ETF,"2,579,225",735,"214,867,793",83.65,83.70,83.10,83.40,-,0.35,83.35,41,83.40,115,0.00,"2,000","745,000","-743,000",0,0,0,0,0,0,"-608,000","83,000","61,000","22,000","199,000","829,000","-630,000","-1,351,000"
20180112,0050,元大台灣50,ETF,"2,871,193","1,002","241,214,778",83.55,84.20,83.50,84.10,+,0.7,84.05,488,84.10,9,0.00,"810,000","849,000","-39,000",0,0,0,0,0,0,"1,327,000","119,000",0,"119,000","1,263,000","55,000","1,208,000","1,288,000"
20180115,0050,元大台灣50,ETF,"2,819,852","1,126","238,493,616",84.55,84.70,84.40,84.65,+,0.55,84.65,185,84.70,217,0.00,"788,000","707,717","80,283",0,0,0,0,0,0,"1,229,000","333,000","3,000","330,000","980,000","81,000","899,000","1,309,283"
20180116,0050,元大台灣50,ETF,"3,955,841","1,295","335,496,385",84.65,85.00,84.50,85.00,+,0.35,84.95,63,85.00,367,0.00,"227,000","1,004,000","-777,000",0,0,0,0,0,0,"39,000",0,0,0,"487,000","448,000","39,000","-738,000"
20180117,0050,元大台灣50,ETF,"5,698,268","2,017","485,174,071",84.65,85.45,84.65,85.15,+,0.15,85.15,179,85.20,102,0.00,"3,576,000","35,000","3,541,000",0,0,0,0,"250,000","-250,000","-1,669,000","57,000","901,000","-844,000","607,000","1,432,000","-825,000","1,622,000"
20180118,0050,元大台灣50,ETF,"6,898,803","2,272","594,091,024",85.50,86.55,85.50,86.30,+,1.15,86.30,21,86.35,101,0.00,"2,747,000","101,000","2,646,000",0,0,0,"377,000","120,000","257,000","2,388,000","516,000","117,000","399,000","2,135,000","146,000","1,989,000","5,291,000"
20180119,0050,元大台灣50,ETF,"5,302,072","1,445","461,040,360",86.35,87.15,86.35,87.15,+,0.85,87.10,"2,725",87.15,72,0.00,"1,191,000","280,000","911,000",0,0,0,0,0,0,"125,000","279,000","310,000","-31,000","759,000","603,000","156,000","1,036,000"
20180122,0050,元大台灣50,ETF,"4,441,061","1,746","389,066,253",87.15,87.95,87.15,87.95,+,0.8,87.90,6,87.95,5,0.00,"7,585","528,000","-520,415",0,0,0,"875,000",0,"875,000","-804,000","22,000","57,000","-35,000","1,276,000","2,045,000","-769,000","-449,415"
20180123,0050,元大台灣50,ETF,"5,799,932","1,842","511,405,502",88.05,88.40,87.90,88.30,+,0.35,88.25,563,88.35,123,0.00,"2,925,000","768,000","2,157,000",0,0,0,0,0,0,"-428,000","16,000","225,000","-209,000","981,000","1,200,000","-219,000","1,729,000"
20180124,0050,元大台灣50,ETF,"5,103,429","1,869","444,907,065",88.00,88.00,86.85,87.20,-,1.1,87.15,13,87.20,688,0.00,"440,000","409,000","31,000",0,0,0,0,0,0,"-1,334,000","470,000","220,000","250,000","832,000","2,416,000","-1,584,000","-1,303,000"
20180125,0050,元大台灣50,ETF,"4,983,684","1,652","436,967,956",87.25,88.30,87.15,87.45,+,0.25,87.40,40,87.45,15,0.00,"371,000","32,000","339,000",0,0,0,"200,000","30,000","170,000","-871,000","320,000","320,000",0,"1,317,000","2,188,000","-871,000","-362,000"
20180126,0050,元大台灣50,ETF,"7,774,673","3,087","678,481,509",87.45,87.60,86.85,87.50,+,0.05,87.45,41,87.50,885,0.00,"2,000","2,626,000","-2,624,000",0,0,0,0,0,0,"-2,917,000","118,000","67,000","51,000","829,000","3,797,000","-2,968,000","-5,541,000"
20180129,0050,元大台灣50,ETF,"6,445,797","3,453","551,350,942",85.50,86.15,85.20,85.55,X,0.0,85.55,9,85.60,727,0.00,"60,000","2,810,000","-2,750,000",0,0,0,0,0,0,"-1,654,000","62,000","5,000","57,000","102,000","1,813,000","-1,711,000","-4,404,000"
20180130,0050,元大台灣50,ETF,"4,966,261","2,337","421,572,779",85.20,85.35,84.50,84.55,-,1.0,84.55,77,84.60,4,0.00,"209,000","703,000","-494,000",0,0,0,"56,000","700,000","-644,000","-136,000","82,000","146,000","-64,000","693,000","765,000","-72,000","-1,274,000"
20180131,0050,元大台灣50,ETF,"4,251,739","1,176","359,040,915",84.40,85.00,84.15,84.65,+,0.1,84.60,21,84.65,80,0.00,"8,000","1,230,000","-1,222,000",0,0,0,0,"285,000","-285,000","974,000","338,000","50,000","288,000","1,433,000","747,000","686,000","-533,000"
20180201,0050,元大台灣50,ETF,"2,914,539",897,"248,420,810",84.75,85.50,84.75,85.25,+,0.6,85.25,13,85.30,383,0.00,"437,000","50,000","387,000",0,0,0,0,0,0,"109,000","2,000","386,000","-384,000","1,066,000","573,000","493,000","496,000"
20180202,0050,元大台灣50,ETF,"3,081,592",880,"261,095,295",84.85,85.15,84.35,84.90,-,0.35,84.90,519,84.95,15,0.00,"44,000","2,004,000","-1,960,000",0,0,0,0,0,0,"261,000","115,000","13,000","102,000","716,000","557,000","159,000","-1,699,000"
20180205,0050,元大台灣50,ETF,"7,075,902","2,875","588,994,369",83.20,83.75,82.90,83.60,-,1.3,83.55,50,83.60,183,0.00,"192,000","3,976,000","-3,784,000",0,0,0,0,"815,000","-815,000","-760,000","187,000","573,000","-386,000","275,000","649,000","-374,000","-5,359,000"
20180206,0050,元大台灣50,ETF,"32,222,595","11,372","2,574,016,957",80.85,81.10,78.80,79.65,-,3.95,79.60,123,79.65,506,0.00,"588,000","18,387,000","-17,799,000",0,0,0,0,"1,100,000","-1,100,000","-1,403,000","455,000","169,000","286,000","3,726,000","5,415,000","-1,689,000","-20,302,000"
20180207,0050,元大台灣50,ETF,"10,181,907","5,189","825,539,952",81.35,81.40,80.60,80.65,+,1.0,80.65,8,80.70,4,0.00,"301,000","3,130,000","-2,829,000",0,0,0,0,0,0,"-1,865,000","96,000","620,000","-524,000","1,050,000","2,391,000","-1,341,000","-4,694,000"
20180208,0050,元大台灣50,ETF,"4,514,691","1,972","363,476,832",80.65,80.95,80.30,80.60,-,0.05,80.55,68,80.60,84,0.00,"276,000","2,857,000","-2,581,000",0,0,0,0,0,0,"-341,000",0,"84,000","-84,000","355,000","612,000","-257,000","-2,922,000"
20180209,0050,元大台灣50,ETF,"16,211,237","6,760","1,271,812,204",78.60,79.20,78.00,79.05,-,1.55,79.00,173,79.05,201,0.00,"963,780","8,084,000","-7,120,220",0,0,0,0,0,0,"-236,000","581,000","167,000","414,000","1,395,000","2,045,000","-650,000","-7,356,220"
20180212,0050,元大台灣50,ETF,"8,443,795","3,828","672,977,850",79.55,79.90,79.40,79.70,+,0.65,79.65,176,79.70,59,0.00,"66,000","4,163,000","-4,097,000",0,0,0,0,"300,000","-300,000","-947,000","535,000","279,000","256,000","273,000","1,476,000","-1,203,000","-5,344,000"
20180221,0050,元大台灣50,ETF,"11,646,085","4,541","948,993,971",81.40,81.70,81.10,81.50,+,1.8,81.50,23,81.55,12,0.00,"377,000","3,895,000","-3,518,000",0,0,0,"1,100,000",0,"1,100,000","2,311,000","857,000","533,000","324,000","3,490,000","1,503,000","1,987,000","-107,000"
20180222,0050,元大台灣50,ETF,"3,749,910","1,744","303,821,917",81.50,81.50,80.75,81.00,-,0.5,80.95,20,81.00,676,0.00,0,"1,511,000","-1,511,000",0,0,0,0,0,0,"-1,356,000","113,000","160,000","-47,000","52,000","1,361,000","-1,309,000","-2,867,000"
20180223,0050,元大台灣50,ETF,"3,779,316","1,793","309,207,057",81.40,82.10,81.40,82.00,+,1.0,81.95,35,82.00,97,0.00,"442,000","396,000","46,000",0,0,0,"550,000",0,"550,000","330,000","34,000","256,000","-222,000","866,000","314,000","552,000","926,000"
20180226,0050,元大台灣50,ETF,"3,289,207","1,380","271,560,439",82.55,82.80,82.35,82.40,+,0.4,82.35,81,82.40,486,0.00,"1,383,731","6,000","1,377,731",0,0,0,0,0,0,"-511,000","52,000","103,000","-51,000","235,000","695,000","-460,000","866,731"
20180227,0050,元大台灣50,ETF,"7,663,746","2,037","634,417,022",83.10,83.20,82.35,82.35,-,0.05,82.30,8,82.35,185,0.00,"5,698,000","201,000","5,497,000",0,0,0,0,0,0,"-275,000","61,000","81,000","-20,000","625,000","880,000","-255,000","5,222,000"
20180301,0050,元大台灣50,ETF,"4,344,220","2,554","354,595,798",81.55,81.95,81.15,81.75,-,0.6,81.70,42,81.75,455,0.00,"62,000","992,000","-930,000",0,0,0,0,0,0,"-533,000","61,000","103,000","-42,000","507,000","998,000","-491,000","-1,463,000"
20180302,0050,元大台灣50,ETF,"6,262,361","2,846","505,982,082",80.85,81.20,80.45,81.15,-,0.6,81.10,3,81.15,474,0.00,"77,000","2,904,000","-2,827,000",0,0,0,0,0,0,"439,000","286,000","292,000","-6,000","1,080,000","635,000","445,000","-2,388,000"
20180305,0050,元大台灣50,ETF,"3,723,757","1,223","301,898,098",81.10,81.50,80.65,80.75,-,0.4,80.70,560,80.75,2,0.00,"34,000","1,070,000","-1,036,000",0,0,0,0,0,0,"452,000","48,000","242,000","-194,000","1,157,000","511,000","646,000","-584,000"
